"GISJOIN","YEAR","STATE","COUNTY","full_owners","part_owners","managers","tenants"
"G3900810",1940,"Ohio","Jefferson",1532,90,5,384
"G3900830",1940,"Ohio","Knox",2005,192,12,684
"G3900850",1940,"Ohio","Lake",1114,154,56,277
"G3900870",1940,"Ohio","Lawrence",2112,181,6,499
"G3900890",1940,"Ohio","Licking",2606,367,26,995
"G3900910",1940,"Ohio","Logan",1356,297,8,832
"G3900930",1940,"Ohio","Lorain",2340,411,29,643
"G3900950",1940,"Ohio","Lucas",1474,321,14,594
"G3900970",1940,"Ohio","Madison",656,166,29,701
"G3900990",1940,"Ohio","Mahoning",2029,219,12,372
"G3901010",1940,"Ohio","Marion",999,303,6,530
"G3901030",1940,"Ohio","Medina",2296,272,19,539
"G3901050",1940,"Ohio","Meigs",2105,221,8,369
"G3901070",1940,"Ohio","Mercer",1582,400,13,800
"G3901090",1940,"Ohio","Miami",1583,158,14,1112
"G3901110",1940,"Ohio","Monroe",2313,155,4,514
"G3901130",1940,"Ohio","Montgomery",2743,240,29,1151
"G3901150",1940,"Ohio","Morgan",1674,123,3,386
"G3901170",1940,"Ohio","Morrow",1410,197,6,702
"G3901190",1940,"Ohio","Muskingum",2647,117,8,609
"G3901210",1940,"Ohio","Noble",1632,235,3,323
"G3901230",1940,"Ohio","Ottawa",872,350,6,452
"G3901250",1940,"Ohio","Paulding",655,378,4,721
"G3901270",1940,"Ohio","Perry",1565,118,11,436
"G3901290",1940,"Ohio","Pickaway",857,178,27,807
"G3901310",1940,"Ohio","Pike",1204,142,4,352
"G3901330",1940,"Ohio","Portage",2591,265,6,506
"G3901350",1940,"Ohio","Preble",1386,197,4,1001
"G3901370",1940,"Ohio","Putnam",1374,475,9,1009
"G3901390",1940,"Ohio","Richland",1868,214,19,756
"G3901410",1940,"Ohio","Ross",1805,164,25,771
"G3901430",1940,"Ohio","Sandusky",1134,363,2,884
"G3901450",1940,"Ohio","Scioto",2576,121,9,648
"G3901470",1940,"Ohio","Seneca",1255,326,12,1188
"G3901490",1940,"Ohio","Shelby",1176,261,14,802
"G3901510",1940,"Ohio","Stark",3506,315,24,862
"G3901530",1940,"Ohio","Summit",2164,164,36,622
"G3901550",1940,"Ohio","Trumbull",3258,229,21,545
"G3901570",1940,"Ohio","Tuscarawas",2149,207,7,469
"G3901590",1940,"Ohio","Union",1406,251,10,665
"G3901610",1940,"Ohio","Van Wert",1071,411,6,884
"G3901630",1940,"Ohio","Vinton",1001,68,1,236
"G3901650",1940,"Ohio","Warren",1515,135,31,778
"G3901670",1940,"Ohio","Washington",2836,267,7,726
"G3901690",1940,"Ohio","Wayne",2393,309,23,1051
"G3901710",1940,"Ohio","Williams",1192,319,12,861
"G3901730",1940,"Ohio","Wood",1431,670,11,1294
"G3901750",1940,"Ohio","Wyandot",927,309,7,667
"G4000010",1940,"Oklahoma","Adair",839,123,4,738
"G4000030",1940,"Oklahoma","Alfalfa",776,431,16,789
"G4000050",1940,"Oklahoma","Atoka",479,193,9,1388
"G4000070",1940,"Oklahoma","Beaver",451,564,7,637
"G4000090",1940,"Oklahoma","Beckham",798,306,4,1316
"G4000110",1940,"Oklahoma","Blaine",699,470,3,988
"G4000130",1940,"Oklahoma","Bryan",816,346,14,2336
"G4000150",1940,"Oklahoma","Caddo",1243,535,25,2622
"G4000170",1940,"Oklahoma","Canadian",872,420,21,1123
"G4000190",1940,"Oklahoma","Carter",782,255,28,1452
"G4000210",1940,"Oklahoma","Cherokee",1003,224,6,1274
"G4000230",1940,"Oklahoma","Choctaw",819,272,9,1942
"G4000250",1940,"Oklahoma","Cimarron",110,233,4,258
"G4000270",1940,"Oklahoma","Cleveland",780,186,11,1084
"G4000290",1940,"Oklahoma","Coal",373,215,7,963
"G4000310",1940,"Oklahoma","Comanche",604,354,12,1069
"G4000330",1940,"Oklahoma","Cotton",402,272,3,867
"G4000350",1940,"Oklahoma","Craig",645,516,9,986
"G4000370",1940,"Oklahoma","Creek",734,300,9,2113
"G4000390",1940,"Oklahoma","Custer",817,463,5,1005
"G4000410",1940,"Oklahoma","Delaware",1356,299,7,1021
"G4000430",1940,"Oklahoma","Dewey",624,434,4,869
"G4000450",1940,"Oklahoma","Ellis",476,402,6,559
"G4000470",1940,"Oklahoma","Garfield",1051,560,11,1278
"G4000490",1940,"Oklahoma","Garvin",787,344,13,1981
"G4000510",1940,"Oklahoma","Grady",1178,493,29,2187
"G4000530",1940,"Oklahoma","Grant",734,516,5,995
"G4000550",1940,"Oklahoma","Greer",522,247,5,900
"G4000570",1940,"Oklahoma","Harmon",465,174,2,607
"G4000590",1940,"Oklahoma","Harper",272,317,2,354
"G4000610",1940,"Oklahoma","Haskell",381,207,9,1269
"G4000630",1940,"Oklahoma","Hughes",616,253,9,1862
"G4000650",1940,"Oklahoma","Jackson",715,324,3,1006
"G4000670",1940,"Oklahoma","Jefferson",362,237,18,977
"G4000690",1940,"Oklahoma","Johnston",433,198,19,1086
"G4000710",1940,"Oklahoma","Kay",864,416,10,1373
"G4000730",1940,"Oklahoma","Kingfisher",800,432,7,1053
"G4000750",1940,"Oklahoma","Kiowa",757,429,8,1408
"G4000770",1940,"Oklahoma","Latimer",488,92,4,608
"G4000790",1940,"Oklahoma","Le Flore",1268,379,12,2268
"G4000810",1940,"Oklahoma","Lincoln",1177,474,6,2205
"G4000830",1940,"Oklahoma","Logan",744,322,6,1244
"G4000850",1940,"Oklahoma","Love",279,195,6,934
"G4000870",1940,"Oklahoma","McClain",625,235,12,1394
"G4000890",1940,"Oklahoma","McCurtain",1532,328,5,2562
"G4000910",1940,"Oklahoma","McIntosh",550,263,4,1837
"G4000930",1940,"Oklahoma","Major",827,398,3,917
"G4000950",1940,"Oklahoma","Marshall",280,165,11,796
"G4000970",1940,"Oklahoma","Mayes",909,478,7,1140
"G4000990",1940,"Oklahoma","Murray",286,149,9,515
"G4001010",1940,"Oklahoma","Muskogee",823,419,26,2346
"G4001030",1940,"Oklahoma","Noble",364,363,2,924
"G4001050",1940,"Oklahoma","Nowata",542,388,5,801
"G4001070",1940,"Oklahoma","Okfuskee",549,267,8,1833
"G4001090",1940,"Oklahoma","Oklahoma",1681,260,25,1458
"G4001110",1940,"Oklahoma","Okmulgee",729,275,9,1834
"G4001130",1940,"Oklahoma","Osage",678,260,42,1484
"G4001150",1940,"Oklahoma","Ottawa",720,247,15,983
"G4001170",1940,"Oklahoma","Pawnee",517,257,3,1041
"G4001190",1940,"Oklahoma","Payne",800,339,18,1386
"G4001210",1940,"Oklahoma","Pittsburg",1007,209,14,2238
"G4001230",1940,"Oklahoma","Pontotoc",848,266,18,1448
"G4001250",1940,"Oklahoma","Pottawatomie",1266,417,15,1897
"G4001270",1940,"Oklahoma","Pushmataha",749,138,5,1027
"G4001290",1940,"Oklahoma","Roger Mills",570,406,12,831
"G4001310",1940,"Oklahoma","Rogers",793,319,11,1171
"G4001330",1940,"Oklahoma","Seminole",910,246,4,1859
"G4001350",1940,"Oklahoma","Sequoyah",775,294,5,1430
"G4001370",1940,"Oklahoma","Stephens",662,277,9,1644
"G4001390",1940,"Oklahoma","Texas",307,480,5,616
"G4001410",1940,"Oklahoma","Tillman",754,409,4,952
"G4001430",1940,"Oklahoma","Tulsa",936,353,39,1361
"G4001450",1940,"Oklahoma","Wagoner",522,235,7,1640
"G4001470",1940,"Oklahoma","Washington",506,304,7,531
"G4001490",1940,"Oklahoma","Washita",1301,460,3,1683
"G4001510",1940,"Oklahoma","Woods",667,434,7,681
"G4001530",1940,"Oklahoma","Woodward",483,467,4,567
"G4100010",1940,"Oregon","Baker",728,180,9,342
"G4100030",1940,"Oregon","Benton",999,182,8,318
"G4100050",1940,"Oregon","Clackamas",3992,592,35,856
"G4100070",1940,"Oregon","Clatsop",559,25,3,74
"G4100090",1940,"Oregon","Columbia",1668,126,9,257
"G4100110",1940,"Oregon","Coos",1464,101,13,375
"G4100130",1940,"Oregon","Crook",294,120,2,79
"G4100150",1940,"Oregon","Curry",283,39,2,51
"G4100170",1940,"Oregon","Deschutes",764,68,2,213
"G4100190",1940,"Oregon","Douglas",1951,258,17,508
"G4100210",1940,"Oregon","Gilliam",95,124,7,66
"G4100230",1940,"Oregon","Grant",342,157,5,76
"G4100250",1940,"Oregon","Harney",223,133,13,67
"G4100270",1940,"Oregon","Hood River",927,60,24,131
"G4100290",1940,"Oregon","Jackson",2013,249,19,421
"G4100310",1940,"Oregon","Jefferson",99,93,1,34
"G4100330",1940,"Oregon","Josephine",1528,137,6,273
"G4100350",1940,"Oregon","Klamath",1149,157,18,228
"G4100370",1940,"Oregon","Lake",280,120,6,78
"G4100390",1940,"Oregon","Lane",3285,437,12,720
"G4100410",1940,"Oregon","Lincoln",732,32,2,206
"G4100430",1940,"Oregon","Linn",2020,557,12,736
"G4100450",1940,"Oregon","Malheur",1750,253,17,525
"G4100470",1940,"Oregon","Marion",3182,687,33,883
"G4100490",1940,"Oregon","Morrow",270,148,5,117
"G4100510",1940,"Oregon","Multnomah",1499,245,12,504
"G4100530",1940,"Oregon","Polk",1107,269,9,358
"G4100550",1940,"Oregon","Sherman",87,115,2,139
"G4100570",1940,"Oregon","Tillamook",683,55,11,211
"G4100590",1940,"Oregon","Umatilla",1262,495,20,535
"G4100610",1940,"Oregon","Union",801,212,11,231
"G4100630",1940,"Oregon","Wallowa",563,196,11,219
"G4100650",1940,"Oregon","Wasco",593,221,12,181
"G4100670",1940,"Oregon","Washington",3080,545,15,708
"G4100690",1940,"Oregon","Wheeler",145,76,1,27
"G4100710",1940,"Oregon","Yamhill",1879,377,31,530
"G4200010",1940,"Pennsylvania","Adams",2358,96,84,533
"G4200030",1940,"Pennsylvania","Allegheny",2246,127,59,572
"G4200050",1940,"Pennsylvania","Armstrong",2356,209,14,468
"G4200070",1940,"Pennsylvania","Beaver",1610,46,14,377
"G4200090",1940,"Pennsylvania","Bedford",2432,69,21,472
"G4200110",1940,"Pennsylvania","Berks",3985,241,123,1192
"G4200130",1940,"Pennsylvania","Blair",1499,58,7,367
"G4200150",1940,"Pennsylvania","Bradford",3402,368,15,484
"G4200170",1940,"Pennsylvania","Bucks",3426,402,76,395
"G4200190",1940,"Pennsylvania","Butler",3683,235,24,586
"G4200210",1940,"Pennsylvania","Cambria",2251,62,19,387
"G4200230",1940,"Pennsylvania","Cameron",155,3,0,7
"G4200250",1940,"Pennsylvania","Carbon",610,26,6,32
"G4200270",1940,"Pennsylvania","Centre",1316,69,11,581
"G4200290",1940,"Pennsylvania","Chester",3118,259,198,715
"G4200310",1940,"Pennsylvania","Clarion",1757,151,3,288
"G4200330",1940,"Pennsylvania","Clearfield",2993,107,10,420
"G4200350",1940,"Pennsylvania","Clinton",559,30,5,168
"G4200370",1940,"Pennsylvania","Columbia",1704,109,23,263
"G4200390",1940,"Pennsylvania","Crawford",4582,354,18,642
"G4200410",1940,"Pennsylvania","Cumberland",1762,59,54,934
"G4200430",1940,"Pennsylvania","Dauphin",1539,67,63,429
"G4200450",1940,"Pennsylvania","Delaware",568,31,56,170
"G4200470",1940,"Pennsylvania","Elk",652,26,1,41
"G4200490",1940,"Pennsylvania","Erie",3538,427,25,513
"G4200510",1940,"Pennsylvania","Fayette",2622,103,18,310
"G4200530",1940,"Pennsylvania","Forest",242,6,2,26
"G4200550",1940,"Pennsylvania","Franklin",2541,94,69,1027
"G4200570",1940,"Pennsylvania","Fulton",1075,70,4,268
"G4200590",1940,"Pennsylvania","Greene",1854,217,6,573
"G4200610",1940,"Pennsylvania","Huntingdon",1282,33,16,294
"G4200630",1940,"Pennsylvania","Indiana",2725,122,15,373
"G4200650",1940,"Pennsylvania","Jefferson",1991,138,9,218
"G4200670",1940,"Pennsylvania","Juniata",1186,28,8,279
"G4200690",1940,"Pennsylvania","Lackawanna",1247,89,17,157
"G4200710",1940,"Pennsylvania","Lancaster",5886,298,114,2148
"G4200730",1940,"Pennsylvania","Lawrence",1774,92,10,279
"G4200750",1940,"Pennsylvania","Lebanon",1250,136,49,485
"G4200770",1940,"Pennsylvania","Lehigh",1488,192,31,363
"G4200790",1940,"Pennsylvania","Luzerne",2031,89,17,249
"G4200810",1940,"Pennsylvania","Lycoming",2228,124,41,325
"G4200830",1940,"Pennsylvania","McKean",1066,49,5,114
"G4200850",1940,"Pennsylvania","Mercer",3148,234,12,370
"G4200870",1940,"Pennsylvania","Mifflin",810,21,9,307
"G4200890",1940,"Pennsylvania","Monroe",983,97,9,94
"G4200910",1940,"Pennsylvania","Montgomery",2359,200,51,341
"G4200930",1940,"Pennsylvania","Montour",434,26,9,168
"G4200950",1940,"Pennsylvania","Northampton",1994,179,14,410
"G4200970",1940,"Pennsylvania","Northumberland",1408,42,12,350
"G4200990",1940,"Pennsylvania","Perry",1454,57,29,345
"G4201010",1940,"Pennsylvania","Philadelphia",112,13,11,103
"G4201030",1940,"Pennsylvania","Pike",415,9,7,34
"G4201050",1940,"Pennsylvania","Potter",1129,79,7,205
"G4201070",1940,"Pennsylvania","Schuylkill",1743,101,10,178
"G4201090",1940,"Pennsylvania","Snyder",1141,64,7,455
"G4201110",1940,"Pennsylvania","Somerset",3034,177,13,403
"G4201130",1940,"Pennsylvania","Sullivan",551,68,0,32
"G4201150",1940,"Pennsylvania","Susquehanna",2707,195,16,309
"G4201170",1940,"Pennsylvania","Tioga",2047,257,13,466
"G4201190",1940,"Pennsylvania","Union",678,20,20,326
"G4201210",1940,"Pennsylvania","Venango",1955,45,10,284
"G4201230",1940,"Pennsylvania","Warren",1629,159,8,232
"G4201250",1940,"Pennsylvania","Washington",3025,234,20,1087
"G4201270",1940,"Pennsylvania","Wayne",2494,129,15,196
"G4201290",1940,"Pennsylvania","Westmoreland",3155,164,29,582
"G4201310",1940,"Pennsylvania","Wyoming",1154,42,11,133
"G4201330",1940,"Pennsylvania","York",5631,267,60,1162
"G4400010",1940,"Rhode Island","Bristol",147,30,4,25
"G4400030",1940,"Rhode Island","Kent",384,24,5,41
"G4400050",1940,"Rhode Island","Newport",274,106,23,69
"G4400070",1940,"Rhode Island","Providence",1142,68,23,106
"G4400090",1940,"Rhode Island","Washington",411,48,16,68
"G4500010",1940,"South Carolina","Abbeville",749,136,3,1586
"G4500030",1940,"South Carolina","Aiken",1232,262,11,1885
"G4500050",1940,"South Carolina","Allendale",206,65,7,657
"G4500070",1940,"South Carolina","Anderson",1826,245,7,4352
"G4500090",1940,"South Carolina","Bamberg",521,120,9,993
"G4500110",1940,"South Carolina","Barnwell",506,105,5,1171
"G4500130",1940,"South Carolina","Beaufort",1208,323,17,295
"G4500150",1940,"South Carolina","Berkeley",1538,739,25,513
"G4500170",1940,"South Carolina","Calhoun",618,192,4,935
"G4500190",1940,"South Carolina","Charleston",1385,299,21,419
"G4500210",1940,"South Carolina","Cherokee",920,96,6,1648
"G4500230",1940,"South Carolina","Chester",756,131,15,1616
"G4500250",1940,"South Carolina","Chesterfield",1238,258,9,1596
"G4500270",1940,"South Carolina","Clarendon",887,259,18,2106
"G4500290",1940,"South Carolina","Colleton",1374,358,18,891
"G4500310",1940,"South Carolina","Darlington",986,160,9,2205
"G4500330",1940,"South Carolina","Dillon",601,75,4,2431
"G4500350",1940,"South Carolina","Dorchester",758,331,3,530
"G4500370",1940,"South Carolina","Edgefield",665,64,6,1416
"G4500390",1940,"South Carolina","Fairfield",682,89,3,1094
"G4500410",1940,"South Carolina","Florence",1900,219,13,3853
"G4500430",1940,"South Carolina","Georgetown",1226,64,16,466
"G4500450",1940,"South Carolina","Greenville",2484,228,8,2887
"G4500470",1940,"South Carolina","Greenwood",784,84,15,1216
"G4500490",1940,"South Carolina","Hampton",636,230,5,775
"G4500510",1940,"South Carolina","Horry",3221,334,3,2904
"G4500530",1940,"South Carolina","Jasper",511,161,9,394
"G4500550",1940,"South Carolina","Kershaw",1025,156,21,1330
"G4500570",1940,"South Carolina","Lancaster",885,135,6,1436
"G4500590",1940,"South Carolina","Laurens",1016,174,15,2080
"G4500610",1940,"South Carolina","Lee",570,155,12,1446
"G4500630",1940,"South Carolina","Lexington",1618,304,5,987
"G4500650",1940,"South Carolina","McCormick",288,50,3,949
"G4500670",1940,"South Carolina","Marion",719,101,3,1594
"G4500690",1940,"South Carolina","Marlboro",426,161,18,2276
"G4500710",1940,"South Carolina","Newberry",1208,121,9,1543
"G4500730",1940,"South Carolina","Oconee",1340,138,8,2109
"G4500750",1940,"South Carolina","Orangeburg",1962,713,12,3117
"G4500770",1940,"South Carolina","Pickens",1395,96,2,1734
"G4500790",1940,"South Carolina","Richland",1034,159,23,1212
"G4500810",1940,"South Carolina","Saluda",978,187,4,1327
"G4500830",1940,"South Carolina","Spartanburg",2433,231,19,4078
"G4500850",1940,"South Carolina","Sumter",811,233,36,2148
"G4500870",1940,"South Carolina","Union",583,47,12,1273
"G4500890",1940,"South Carolina","Williamsburg",1745,302,16,3200
"G4500910",1940,"South Carolina","York",1189,134,14,2511
"G4600010",1940,"South Dakota","Armstrong",6,0,0,1
"G4600030",1940,"South Dakota","Aurora",129,192,2,573
"G4600050",1940,"South Dakota","Beadle",201,338,4,1181
"G4600070",1940,"South Dakota","Bennett",113,173,4,269
"G4600090",1940,"South Dakota","Bon Homme",314,350,4,700
"G4600110",1940,"South Dakota","Brookings",458,353,13,1105
"G4600130",1940,"South Dakota","Brown",372,555,6,1289
"G4600150",1940,"South Dakota","Brule",157,230,2,473
"G4600170",1940,"South Dakota","Buffalo",42,58,1,102
"G4600190",1940,"South Dakota","Butte",205,258,5,332
"G4600210",1940,"South Dakota","Campbell",114,229,1,407
"G4600230",1940,"South Dakota","Charles Mix",338,417,3,1169
"G4600250",1940,"South Dakota","Clark",192,279,5,1045
"G4600270",1940,"South Dakota","Clay",341,227,6,650
"G4600290",1940,"South Dakota","Codington",197,250,5,718
"G4600310",1940,"South Dakota","Corson",248,295,3,377
"G4600330",1940,"South Dakota","Custer",246,165,1,142
"G4600350",1940,"South Dakota","Davison",174,143,0,601
"G4600370",1940,"South Dakota","Day",397,501,4,923
"G4600390",1940,"South Dakota","Deuel",281,211,1,790
"G4600410",1940,"South Dakota","Dewey",149,158,1,255
"G4600430",1940,"South Dakota","Douglas",199,196,1,604
"G4600450",1940,"South Dakota","Edmunds",95,379,1,628
"G4600470",1940,"South Dakota","Fall River",147,282,2,156
"G4600490",1940,"South Dakota","Faulk",90,252,2,458
"G4600510",1940,"South Dakota","Grant",276,317,4,782
"G4600530",1940,"South Dakota","Gregory",220,306,3,832
"G4600550",1940,"South Dakota","Haakon",125,353,0,153
"G4600570",1940,"South Dakota","Hamlin",200,199,1,668
"G4600590",1940,"South Dakota","Hand",131,381,5,766
"G4600610",1940,"South Dakota","Hanson",123,145,0,587
"G4600630",1940,"South Dakota","Harding",69,383,5,112
"G4600650",1940,"South Dakota","Hughes",37,144,3,251
"G4600670",1940,"South Dakota","Hutchinson",357,573,2,802
"G4600690",1940,"South Dakota","Hyde",42,177,2,372
"G4600710",1940,"South Dakota","Jackson",60,148,0,109
"G4600730",1940,"South Dakota","Jerauld",103,137,1,491
"G4600750",1940,"South Dakota","Jones",73,198,3,140
"G4600770",1940,"South Dakota","Kingsbury",229,283,5,947
"G4600790",1940,"South Dakota","Lake",267,252,3,816
"G4600810",1940,"South Dakota","Lawrence",203,95,3,168
"G4600830",1940,"South Dakota","Lincoln",615,227,13,999
"G4600850",1940,"South Dakota","Lyman",134,373,3,291
"G4600870",1940,"South Dakota","McCook",258,253,3,897
"G4600890",1940,"South Dakota","McPherson",190,532,1,472
"G4600910",1940,"South Dakota","Marshall",235,350,2,722
"G4600930",1940,"South Dakota","Meade",313,594,5,453
"G4600950",1940,"South Dakota","Mellette",118,239,5,225
"G4600970",1940,"South Dakota","Miner",167,195,0,733
"G4600990",1940,"South Dakota","Minnehaha",681,389,22,1366
"G4601010",1940,"South Dakota","Moody",362,198,5,787
"G4601030",1940,"South Dakota","Pennington",406,326,3,350
"G4601050",1940,"South Dakota","Perkins",215,520,0,362
"G4601070",1940,"South Dakota","Potter",76,199,1,328
"G4601090",1940,"South Dakota","Roberts",570,546,6,1157
"G4601110",1940,"South Dakota","Sanborn",151,190,1,593
"G4601130",1940,"South Dakota","Shannon",310,58,14,122
"G4601150",1940,"South Dakota","Spink",218,400,5,1128
"G4601170",1940,"South Dakota","Stanley",51,175,3,93
"G4601190",1940,"South Dakota","Sully",36,161,6,285
"G4601210",1940,"South Dakota","Todd",127,203,5,234
"G4601230",1940,"South Dakota","Tripp",209,598,2,706
"G4601250",1940,"South Dakota","Turner",518,392,5,942
"G4601270",1940,"South Dakota","Union",464,257,6,795
"G4601290",1940,"South Dakota","Walworth",79,231,2,331
"G4601310",1940,"South Dakota","Washabaugh",97,98,4,120
"G4601330",1940,"South Dakota","Washington",90,31,6,52
"G4601350",1940,"South Dakota","Yankton",513,256,7,743
"G4601370",1940,"South Dakota","Ziebach",130,177,1,168
"G4700010",1940,"Tennessee","Anderson",1410,172,3,410
"G4700030",1940,"Tennessee","Bedford",1503,247,2,1229
"G4700050",1940,"Tennessee","Benton",723,295,2,609
"G4700070",1940,"Tennessee","Bledsoe",690,43,2,274
"G4700090",1940,"Tennessee","Blount",2144,225,11,630
"G4700110",1940,"Tennessee","Bradley",1098,105,8,516
"G4700130",1940,"Tennessee","Campbell",1436,114,2,479
"G4700150",1940,"Tennessee","Cannon",1003,200,1,898
"G4700170",1940,"Tennessee","Carroll",1739,350,1,1547
"G4700190",1940,"Tennessee","Carter",2276,233,1,248
"G4700210",1940,"Tennessee","Cheatham",709,132,3,605
"G4700230",1940,"Tennessee","Chester",686,113,0,744
"G4700250",1940,"Tennessee","Claiborne",2602,78,1,400
"G4700270",1940,"Tennessee","Clay",847,149,0,755
"G4700290",1940,"Tennessee","Cocke",1726,256,8,1129
"G4700310",1940,"Tennessee","Coffee",1195,230,7,934
"G4700330",1940,"Tennessee","Crockett",880,254,3,1611
"G4700350",1940,"Tennessee","Cumberland",1529,96,3,435
"G4700370",1940,"Tennessee","Davidson",2068,169,40,788
"G4700390",1940,"Tennessee","Decatur",718,158,3,501
"G4700410",1940,"Tennessee","DeKalb",1409,222,0,1134
"G4700430",1940,"Tennessee","Dickson",1555,139,3,840
"G4700450",1940,"Tennessee","Dyer",766,336,6,2109
"G4700470",1940,"Tennessee","Fayette",804,169,7,4689
"G4700490",1940,"Tennessee","Fentress",1277,50,1,412
"G4700510",1940,"Tennessee","Franklin",1303,235,8,954
"G4700530",1940,"Tennessee","Gibson",2256,732,1,3238
"G4700550",1940,"Tennessee","Giles",1981,305,6,2121
"G4700570",1940,"Tennessee","Grainger",1503,224,3,721
"G4700590",1940,"Tennessee","Greene",3240,548,2,1811
"G4700610",1940,"Tennessee","Grundy",420,75,1,127
"G4700630",1940,"Tennessee","Hamblen",1129,169,2,553
"G4700650",1940,"Tennessee","Hamilton",1707,118,9,557
"G4700670",1940,"Tennessee","Hancock",1311,96,0,361
"G4700690",1940,"Tennessee","Hardeman",904,107,8,1942
"G4700710",1940,"Tennessee","Hardin",768,341,1,1113
"G4700730",1940,"Tennessee","Hawkins",2799,211,5,923
"G4700750",1940,"Tennessee","Haywood",826,205,4,3838
"G4700770",1940,"Tennessee","Henderson",1205,315,1,1171
"G4700790",1940,"Tennessee","Henry",1656,453,1,1438
"G4700810",1940,"Tennessee","Hickman",1153,195,4,589
"G4700830",1940,"Tennessee","Houston",429,67,0,203
"G4700850",1940,"Tennessee","Humphreys",704,172,4,527
"G4700870",1940,"Tennessee","Jackson",1218,204,1,1133
"G4700890",1940,"Tennessee","Jefferson",1391,118,12,603
"G4700910",1940,"Tennessee","Johnson",1361,141,2,236
"G4700930",1940,"Tennessee","Knox",3865,311,25,832
"G4700950",1940,"Tennessee","Lake",63,54,12,279
"G4700970",1940,"Tennessee","Lauderdale",734,211,10,2482
"G4700990",1940,"Tennessee","Lawrence",1659,285,2,1703
"G4701010",1940,"Tennessee","Lewis",375,17,1,234
"G4701030",1940,"Tennessee","Lincoln",1611,291,4,2383
"G4701050",1940,"Tennessee","Loudon",956,114,3,346
"G4701070",1940,"Tennessee","McMinn",2026,108,8,829
"G4701090",1940,"Tennessee","McNairy",1142,263,1,1443
"G4701110",1940,"Tennessee","Macon",1522,149,0,1020
"G4701130",1940,"Tennessee","Madison",1312,240,4,2595
"G4701150",1940,"Tennessee","Marion",637,60,1,144
"G4701170",1940,"Tennessee","Marshall",1220,165,2,917
"G4701190",1940,"Tennessee","Maury",1662,291,13,1473
"G4701210",1940,"Tennessee","Meigs",513,33,0,238
"G4701230",1940,"Tennessee","Monroe",1751,134,5,606
"G4701250",1940,"Tennessee","Montgomery",1409,300,10,1513
"G4701270",1940,"Tennessee","Moore",391,74,0,391
"G4701290",1940,"Tennessee","Morgan",1240,71,6,315
"G4701310",1940,"Tennessee","Obion",1461,338,12,1307
"G4701330",1940,"Tennessee","Overton",1609,286,2,918
"G4701350",1940,"Tennessee","Perry",439,122,0,404
"G4701370",1940,"Tennessee","Pickett",724,99,1,268
"G4701390",1940,"Tennessee","Polk",651,18,3,402
"G4701410",1940,"Tennessee","Putnam",2012,272,4,1061
"G4701430",1940,"Tennessee","Rhea",731,111,1,404
"G4701450",1940,"Tennessee","Roane",1057,107,8,443
"G4701470",1940,"Tennessee","Robertson",1457,186,10,2015
"G4701490",1940,"Tennessee","Rutherford",2096,352,12,1990
"G4701510",1940,"Tennessee","Scott",1114,64,0,329
"G4701530",1940,"Tennessee","Sequatchie",479,29,0,157
"G4701550",1940,"Tennessee","Sevier",1855,363,3,1201
"G4701570",1940,"Tennessee","Shelby",2408,413,19,4945
"G4701590",1940,"Tennessee","Smith",1468,269,1,1429
"G4701610",1940,"Tennessee","Stewart",890,229,2,948
"G4701630",1940,"Tennessee","Sullivan",2861,231,6,726
"G4701650",1940,"Tennessee","Sumner",2786,269,8,1777
"G4701670",1940,"Tennessee","Tipton",959,314,4,2889
"G4701690",1940,"Tennessee","Trousdale",456,84,0,404
"G4701710",1940,"Tennessee","Unicoi",759,70,1,270
"G4701730",1940,"Tennessee","Union",941,159,1,322
"G4701750",1940,"Tennessee","Van Buren",363,22,1,102
"G4701770",1940,"Tennessee","Warren",1855,161,4,757
"G4701790",1940,"Tennessee","Washington",2348,252,2,631
"G4701810",1940,"Tennessee","Wayne",746,95,0,668
"G4701830",1940,"Tennessee","Weakley",2458,499,2,1727
"G4701850",1940,"Tennessee","White",1343,200,5,648
"G4701870",1940,"Tennessee","Williamson",1899,180,24,1431
"G4701890",1940,"Tennessee","Wilson",2221,321,3,1334
"G4800010",1940,"Texas","Anderson",1573,354,5,1743
"G4800030",1940,"Texas","Andrews",26,20,11,49
"G4800050",1940,"Texas","Angelina",1779,75,5,922
"G4800070",1940,"Texas","Aransas",60,9,2,37
"G4800090",1940,"Texas","Archer",209,111,14,167
"G4800110",1940,"Texas","Armstrong",158,99,6,145
"G4800130",1940,"Texas","Atascosa",748,251,10,1011
"G4800150",1940,"Texas","Austin",1333,343,1,1423
"G4800170",1940,"Texas","Bailey",249,153,4,414
"G4800190",1940,"Texas","Bandera",418,76,12,150
"G4800210",1940,"Texas","Bastrop",865,312,5,1291
"G4800230",1940,"Texas","Baylor",266,114,2,336
"G4800250",1940,"Texas","Bee",350,166,2,629
"G4800270",1940,"Texas","Bell",1463,276,18,2247
"G4800290",1940,"Texas","Bexar",1889,447,52,1276
"G4800310",1940,"Texas","Blanco",368,45,16,203
"G4800330",1940,"Texas","Borden",96,36,10,101
"G4800350",1940,"Texas","Bosque",868,136,26,1002
"G4800370",1940,"Texas","Bowie",1792,292,13,1793
"G4800390",1940,"Texas","Brazoria",698,338,16,772
"G4800410",1940,"Texas","Brazos",663,197,10,903
"G4800430",1940,"Texas","Brewster",98,34,31,102
