STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH
29,290,Madison County,123,1230
29,290,Maries County,125,1250
29,290,Marion County,127,1270
29,290,McDonald County,119,1190
29,290,Mercer County,129,1290
29,290,Miller County,131,1310
29,290,Mississippi County,133,1330
29,290,Moniteau County,135,1350
29,290,Monroe County,137,1370
29,290,Montgomery County,139,1390
29,290,Morgan County,141,1410
29,290,New Madrid County,143,1430
29,290,Newton County,145,1450
29,290,Nodaway County,147,1470
29,290,Oregon County,149,1490
29,290,Osage County,151,1510
29,290,Ozark County,153,1530
29,290,Pemiscot County,155,1550
29,290,Perry County,157,1570
29,290,Pettis County,159,1590
29,290,Phelps County,161,1610
29,290,Pike County,163,1630
29,290,Platte County,165,1650
29,290,Polk County,167,1670
29,290,Pulaski County,169,1690
29,290,Putnam County,171,1710
29,290,Ralls County,173,1730
29,290,Randolph County,175,1750
29,290,Ray County,177,1770
29,290,Reynolds County,179,1790
29,290,Ripley County,181,1810
29,290,Saline County,195,1950
29,290,Schuyler County,197,1970
29,290,Scotland County,199,1990
29,290,Scott County,201,2010
29,290,Shannon County,203,2030
29,290,Shelby County,205,2050
29,290,St. Charles County,183,1830
29,290,St. Clair County,185,1850
29,290,St. Francois County,187,1870
29,290,St. Louis County,189,1890
29,290,St. Louis city,510,5100
29,290,Ste. Genevieve County,186,1860
29,290,Stoddard County,207,2070
29,290,Stone County,209,2090
29,290,Sullivan County,211,2110
29,290,Taney County,213,2130
29,290,Texas County,215,2150
29,290,Vernon County,217,2170
29,290,Warren County,219,2190
29,290,Washington County,221,2210
29,290,Wayne County,223,2230
29,290,Webster County,225,2250
29,290,Worth County,227,2270
29,290,Wright County,229,2290
30,300,Beaverhead County,001,0010
30,300,Big Horn County,003,0030
30,300,Blaine County,005,0050
30,300,Broadwater County,007,0070
30,300,Carbon County,009,0090
30,300,Carter County,011,0110
30,300,Cascade County,013,0130
30,300,Chouteau County,015,0150
30,300,Custer County,017,0170
30,300,Daniels County,019,0190
30,300,Dawson County,021,0210
30,300,Deer Lodge County,023,0230
30,300,Fallon County,025,0250
30,300,Fergus County,027,0270
30,300,Flathead County,029,0290
30,300,Gallatin County,031,0310
30,300,Garfield County,033,0330
30,300,Glacier County,035,0350
30,300,Golden Valley County,037,0370
30,300,Granite County,039,0390
30,300,Hill County,041,0410
30,300,Jefferson County,043,0430
30,300,Judith Basin County,045,0450
30,300,Lake County,047,0470
30,300,Lewis and Clark County,049,0490
30,300,Liberty County,051,0510
30,300,Lincoln County,053,0530
30,300,Madison County,057,0570
30,300,McCone County,055,0550
30,300,Meagher County,059,0590
30,300,Mineral County,061,0610
30,300,Missoula County,063,0630
30,300,Musselshell County,065,0650
30,300,Park County,067,0670
30,300,Petroleum County,069,0690
30,300,Phillips County,071,0710
30,300,Pondera County,073,0730
30,300,Powder River County,075,0750
30,300,Powell County,077,0770
30,300,Prairie County,079,0790
30,300,Ravalli County,081,0810
30,300,Richland County,083,0830
30,300,Roosevelt County,085,0850
30,300,Rosebud County,087,0870
30,300,Sanders County,089,0890
30,300,Sheridan County,091,0910
30,300,Silver Bow County,093,0930
30,300,Stillwater County,095,0950
30,300,Sweet Grass County,097,0970
30,300,Teton County,099,0990
30,300,Toole County,101,1010
30,300,Treasure County,103,1030
30,300,Valley County,105,1050
30,300,Wheatland County,107,1070
30,300,Wibaux County,109,1090
30,300,Yellowstone County,111,1110
30,300,Yellowstone National Park,113,1130
31,310,Adams County,001,0010
31,310,Antelope County,003,0030
31,310,Arthur County,005,0050
31,310,Banner County,007,0070
31,310,Blaine County,009,0090
31,310,Boone County,011,0110
31,310,Box Butte County,013,0130
31,310,Boyd County,015,0150
31,310,Brown County,017,0170
31,310,Buffalo County,019,0190
31,310,Burt County,021,0210
31,310,Butler County,023,0230
31,310,Cass County,025,0250
31,310,Cedar County,027,0270
31,310,Chase County,029,0290
31,310,Cherry County,031,0310
31,310,Cheyenne County,033,0330
31,310,Clay County,035,0350
31,310,Colfax County,037,0370
31,310,Cuming County,039,0390
31,310,Custer County,041,0410
31,310,Dakota County,043,0430
31,310,Dawes County,045,0450
31,310,Dawson County,047,0470
31,310,Deuel County,049,0490
31,310,Dixon County,051,0510
31,310,Dodge County,053,0530
31,310,Douglas County,055,0550
31,310,Dundy County,057,0570
31,310,Fillmore County,059,0590
31,310,Franklin County,061,0610
31,310,Frontier County,063,0630
31,310,Furnas County,065,0650
31,310,Gage County,067,0670
31,310,Garden County,069,0690
31,310,Garfield County,071,0710
31,310,Gosper County,073,0730
31,310,Grant County,075,0750
31,310,Greeley County,077,0770
31,310,Hall County,079,0790
31,310,Hamilton County,081,0810
31,310,Harlan County,083,0830
31,310,Hayes County,085,0850
31,310,Hitchcock County,087,0870
31,310,Holt County,089,0890
31,310,Hooker County,091,0910
31,310,Howard County,093,0930
31,310,Jefferson County,095,0950
31,310,Johnson County,097,0970
31,310,Kearney County,099,0990
31,310,Keith County,101,1010
31,310,Keya Paha County,103,1030
31,310,Kimball County,105,1050
31,310,Knox County,107,1070
31,310,Lancaster County,109,1090
31,310,Lincoln County,111,1110
31,310,Logan County,113,1130
31,310,Loup County,115,1150
31,310,Madison County,119,1190
31,310,McPherson County,117,1170
31,310,Merrick County,121,1210
31,310,Morrill County,123,1230
31,310,Nance County,125,1250
31,310,Nemaha County,127,1270
31,310,Nuckolls County,129,1290
31,310,Otoe County,131,1310
31,310,Pawnee County,133,1330
31,310,Perkins County,135,1350
31,310,Phelps County,137,1370
31,310,Pierce County,139,1390
31,310,Platte County,141,1410
31,310,Polk County,143,1430
31,310,Red Willow County,145,1450
31,310,Richardson County,147,1470
31,310,Rock County,149,1490
31,310,Saline County,151,1510
31,310,Sarpy County,153,1530
31,310,Saunders County,155,1550
31,310,Scotts Bluff County,157,1570
31,310,Seward County,159,1590
31,310,Sheridan County,161,1610
31,310,Sherman County,163,1630
31,310,Sioux County,165,1650
31,310,Stanton County,167,1670
31,310,Thayer County,169,1690
31,310,Thomas County,171,1710
31,310,Thurston County,173,1730
31,310,Valley County,175,1750
31,310,Washington County,177,1770
31,310,Wayne County,179,1790
31,310,Webster County,181,1810
31,310,Wheeler County,183,1830
31,310,York County,185,1850
32,320,Carson City,510,5100
32,320,Churchill County,001,0010
32,320,Clark County,003,0030
32,320,Douglas County,005,0050
32,320,Elko County,007,0070
32,320,Esmeralda County,009,0090
32,320,Eureka County,011,0110
32,320,Humboldt County,013,0130
32,320,Lander County,015,0150
32,320,Lincoln County,017,0170
32,320,Lyon County,019,0190
32,320,Mineral County,021,0210
32,320,Nye County,023,0230
32,320,Pershing County,027,0270
32,320,Storey County,029,0290
32,320,Washoe County,031,0310
32,320,White Pine County,033,0330
33,330,Belknap County,001,0010
33,330,Carroll County,003,0030
33,330,Cheshire County,005,0050
33,330,Coos County,007,0070
33,330,Grafton County,009,0090
33,330,Hillsborough County,011,0110
33,330,Merrimack County,013,0130
33,330,Rockingham County,015,0150
33,330,Strafford County,017,0170
33,330,Sullivan County,019,0190
34,340,Atlantic County,001,0010
34,340,Bergen County,003,0030
34,340,Burlington County,005,0050
34,340,Camden County,007,0070
34,340,Cape May County,009,0090
34,340,Cumberland County,011,0110
34,340,Essex County,013,0130
34,340,Gloucester County,015,0150
34,340,Hudson County,017,0170
34,340,Hunterdon County,019,0190
34,340,Mercer County,021,0210
34,340,Middlesex County,023,0230
34,340,Monmouth County,025,0250
34,340,Morris County,027,0270
34,340,Ocean County,029,0290
34,340,Passaic County,031,0310
34,340,Salem County,033,0330
34,340,Somerset County,035,0350
34,340,Sussex County,037,0370
34,340,Union County,039,0390
34,340,Warren County,041,0410
35,350,Bernalillo County,001,0010
35,350,Catron County,003,0030
35,350,Chaves County,005,0050
35,350,Colfax County,007,0070
35,350,Curry County,009,0090
35,350,De Baca County,011,0110
35,350,Doña Ana County,013,0130
35,350,Eddy County,015,0150
35,350,Grant County,017,0170
35,350,Guadalupe County,019,0190
35,350,Harding County,021,0210
35,350,Hidalgo County,023,0230
35,350,Lea County,025,0250
35,350,Lincoln County,027,0270
35,350,Los Alamos County,028,0280
35,350,Luna County,029,0290
35,350,McKinley County,031,0310
35,350,Mora County,033,0330
35,350,Otero County,035,0350
35,350,Quay County,037,0370
35,350,Rio Arriba County,039,0390
35,350,Roosevelt County,041,0410
35,350,San Juan County,045,0450
35,350,San Miguel County,047,0470
35,350,Sandoval County,043,0430
35,350,Santa Fe County,049,0490
35,350,Sierra County,051,0510
35,350,Socorro County,053,0530
35,350,Taos County,055,0550
35,350,Torrance County,057,0570
35,350,Union County,059,0590
35,350,Valencia County,061,0610
36,360,Albany County,001,0010
36,360,Allegany County,003,0030
36,360,Bronx County,005,0050
36,360,Broome County,007,0070
36,360,Cattaraugus County,009,0090
36,360,Cayuga County,011,0110
36,360,Chautauqua County,013,0130
36,360,Chemung County,015,0150
36,360,Chenango County,017,0170
36,360,Clinton County,019,0190
36,360,Columbia County,021,0210
36,360,Cortland County,023,0230
36,360,Delaware County,025,0250
36,360,Dutchess County,027,0270
36,360,Erie County,029,0290
36,360,Essex County,031,0310
36,360,Franklin County,033,0330
36,360,Fulton County,035,0350
36,360,Genesee County,037,0370
36,360,Greene County,039,0390
36,360,Hamilton County,041,0410
36,360,Herkimer County,043,0430
36,360,Jefferson County,045,0450
36,360,Kings County,047,0470
36,360,Lewis County,049,0490
36,360,Livingston County,051,0510
36,360,Madison County,053,0530
36,360,Monroe County,055,0550
36,360,Montgomery County,057,0570
36,360,Nassau County,059,0590
36,360,New York County,061,0610
36,360,Niagara County,063,0630
36,360,Oneida County,065,0650
36,360,Onondaga County,067,0670
36,360,Ontario County,069,0690
36,360,Orange County,071,0710
36,360,Orleans County,073,0730
36,360,Oswego County,075,0750
36,360,Otsego County,077,0770
36,360,Putnam County,079,0790
36,360,Queens County,081,0810
36,360,Rensselaer County,083,0830
36,360,Richmond County,085,0850
36,360,Rockland County,087,0870
36,360,Saratoga County,091,0910
36,360,Schenectady County,093,0930
36,360,Schoharie County,095,0950
36,360,Schuyler County,097,0970
36,360,Seneca County,099,0990
36,360,St. Lawrence County,089,0890
36,360,Steuben County,101,1010
36,360,Suffolk County,103,1030
36,360,Sullivan County,105,1050
36,360,Tioga County,107,1070
36,360,Tompkins County,109,1090
36,360,Ulster County,111,1110
36,360,Warren County,113,1130
36,360,Washington County,115,1150
36,360,Wayne County,117,1170
36,360,Westchester County,119,1190
36,360,Wyoming County,121,1210
36,360,Yates County,123,1230
37,370,Alamance County,001,0010
37,370,Alexander County,003,0030
37,370,Alleghany County,005,0050
37,370,Anson County,007,0070
37,370,Ashe County,009,0090
37,370,Avery County,011,0110
37,370,Beaufort County,013,0130
37,370,Bertie County,015,0150
37,370,Bladen County,017,0170
37,370,Brunswick County,019,0190
37,370,Buncombe County,021,0210
37,370,Burke County,023,0230
37,370,Cabarrus County,025,0250
37,370,Caldwell County,027,0270
37,370,Camden County,029,0290
37,370,Carteret County,031,0310
37,370,Caswell County,033,0330
37,370,Catawba County,035,0350
37,370,Chatham County,037,0370
37,370,Cherokee County,039,0390
37,370,Chowan County,041,0410
37,370,Clay County,043,0430
37,370,Cleveland County,045,0450
37,370,Columbus County,047,0470
37,370,Craven County,049,0490
37,370,Cumberland County,051,0510
37,370,Currituck County,053,0530
37,370,Dare County,055,0550
37,370,Davidson County,057,0570
37,370,Davie County,059,0590
37,370,Duplin County,061,0610
37,370,Durham County,063,0630
37,370,Edgecombe County,065,0650
37,370,Forsyth County,067,0670
37,370,Franklin County,069,0690
37,370,Gaston County,071,0710
37,370,Gates County,073,0730
37,370,Graham County,075,0750
37,370,Granville County,077,0770
37,370,Greene County,079,0790
37,370,Guilford County,081,0810
37,370,Halifax County,083,0830
37,370,Harnett County,085,0850
37,370,Haywood County,087,0870
37,370,Henderson County,089,0890
37,370,Hertford County,091,0910
37,370,Hoke County,093,0930
37,370,Hyde County,095,0950
37,370,Iredell County,097,0970
37,370,Jackson County,099,0990
37,370,Johnston County,101,1010
37,370,Jones County,103,1030
37,370,Lee County,105,1050
37,370,Lenoir County,107,1070
37,370,Lincoln County,109,1090
37,370,Macon County,113,1130
37,370,Madison County,115,1150
37,370,Martin County,117,1170
37,370,McDowell County,111,1110
37,370,Mecklenburg County,119,1190
37,370,Mitchell County,121,1210
37,370,Montgomery County,123,1230
37,370,Moore County,125,1250
37,370,Nash County,127,1270
37,370,New Hanover County,129,1290
37,370,Northampton County,131,1310
37,370,Onslow County,133,1330
37,370,Orange County,135,1350
37,370,Pamlico County,137,1370
37,370,Pasquotank County,139,1390
37,370,Pender County,141,1410
37,370,Perquimans County,143,1430
37,370,Person County,145,1450
37,370,Pitt County,147,1470
37,370,Polk County,149,1490
37,370,Randolph County,151,1510
37,370,Richmond County,153,1530
37,370,Robeson County,155,1550
37,370,Rockingham County,157,1570
37,370,Rowan County,159,1590
37,370,Rutherford County,161,1610
37,370,Sampson County,163,1630
37,370,Scotland County,165,1650
37,370,Stanly County,167,1670
37,370,Stokes County,169,1690
37,370,Surry County,171,1710
37,370,Swain County,173,1730
37,370,Transylvania County,175,1750
37,370,Tyrrell County,177,1770
37,370,Union County,179,1790
37,370,Vance County,181,1810
37,370,Wake County,183,1830
37,370,Warren County,185,1850
37,370,Washington County,187,1870
37,370,Watauga County,189,1890
37,370,Wayne County,191,1910
37,370,Wilkes County,193,1930
37,370,Wilson County,195,1950
37,370,Yadkin County,197,1970
37,370,Yancey County,199,1990
38,380,Adams County,001,0010
38,380,Barnes County,003,0030
38,380,Benson County,005,0050
38,380,Billings County,007,0070
38,380,Bottineau County,009,0090
38,380,Bowman County,011,0110
38,380,Burke County,013,0130
38,380,Burleigh County,015,0150
38,380,Cass County,017,0170
38,380,Cavalier County,019,0190
38,380,Dickey County,021,0210
38,380,Divide County,023,0230
38,380,Dunn County,025,0250
38,380,Eddy County,027,0270
38,380,Emmons County,029,0290
38,380,Foster County,031,0310
38,380,Golden Valley County,033,0330
38,380,Grand Forks County,035,0350
38,380,Grant County,037,0370
38,380,Griggs County,039,0390
38,380,Hettinger County,041,0410
38,380,Kidder County,043,0430
38,380,LaMoure County,045,0450
38,380,Logan County,047,0470
38,380,McHenry County,049,0490
38,380,McIntosh County,051,0510
38,380,McKenzie County,053,0530
38,380,McLean County,055,0550
38,380,Mercer County,057,0570
38,380,Morton County,059,0590
38,380,Mountrail County,061,0610
38,380,Nelson County,063,0630
38,380,Oliver County,065,0650
38,380,Pembina County,067,0670
38,380,Pierce County,069,0690
38,380,Ramsey County,071,0710
38,380,Ransom County,073,0730
38,380,Renville County,075,0750
38,380,Richland County,077,0770
38,380,Rolette County,079,0790
38,380,Sargent County,081,0810
38,380,Sheridan County,083,0830
38,380,Sioux County,085,0850
38,380,Slope County,087,0870
38,380,Stark County,089,0890
38,380,Steele County,091,0910
38,380,Stutsman County,093,0930
38,380,Towner County,095,0950
38,380,Traill County,097,0970
38,380,Walsh County,099,0990
38,380,Ward County,101,1010
38,380,Wells County,103,1030
38,380,Williams County,105,1050
39,390,Adams County,001,0010
39,390,Allen County,003,0030
39,390,Ashland County,005,0050
39,390,Ashtabula County,007,0070
39,390,Athens County,009,0090
39,390,Auglaize County,011,0110
39,390,Belmont County,013,0130
39,390,Brown County,015,0150
39,390,Butler County,017,0170
39,390,Carroll County,019,0190
39,390,Champaign County,021,0210
39,390,Clark County,023,0230
39,390,Clermont County,025,0250
39,390,Clinton County,027,0270
39,390,Columbiana County,029,0290
39,390,Coshocton County,031,0310
39,390,Crawford County,033,0330
39,390,Cuyahoga County,035,0350
39,390,Darke County,037,0370
39,390,Defiance County,039,0390
39,390,Delaware County,041,0410
39,390,Erie County,043,0430
39,390,Fairfield County,045,0450
39,390,Fayette County,047,0470
39,390,Franklin County,049,0490
39,390,Fulton County,051,0510
39,390,Gallia County,053,0530
39,390,Geauga County,055,0550
39,390,Greene County,057,0570
39,390,Guernsey County,059,0590
39,390,Hamilton County,061,0610
39,390,Hancock County,063,0630
39,390,Hardin County,065,0650
39,390,Harrison County,067,0670
39,390,Henry County,069,0690
39,390,Highland County,071,0710
39,390,Hocking County,073,0730
39,390,Holmes County,075,0750
39,390,Huron County,077,0770
39,390,Jackson County,079,0790
39,390,Jefferson County,081,0810
39,390,Knox County,083,0830
39,390,Lake County,085,0850
39,390,Lawrence County,087,0870
39,390,Licking County,089,0890
39,390,Logan County,091,0910
39,390,Lorain County,093,0930
39,390,Lucas County,095,0950
39,390,Madison County,097,0970
39,390,Mahoning County,099,0990
39,390,Marion County,101,1010
39,390,Medina County,103,1030
39,390,Meigs County,105,1050
39,390,Mercer County,107,1070
39,390,Miami County,109,1090
39,390,Monroe County,111,1110
39,390,Montgomery County,113,1130
39,390,Morgan County,115,1150
39,390,Morrow County,117,1170
39,390,Muskingum County,119,1190
39,390,Noble County,121,1210
39,390,Ottawa County,123,1230
39,390,Paulding County,125,1250
39,390,Perry County,127,1270
39,390,Pickaway County,129,1290
39,390,Pike County,131,1310
39,390,Portage County,133,1330
39,390,Preble County,135,1350
39,390,Putnam County,137,1370
39,390,Richland County,139,1390
39,390,Ross County,141,1410
39,390,Sandusky County,143,1430
39,390,Scioto County,145,1450
39,390,Seneca County,147,1470
39,390,Shelby County,149,1490
39,390,Stark County,151,1510
39,390,Summit County,153,1530
39,390,Trumbull County,155,1550
39,390,Tuscarawas County,157,1570
39,390,Union County,159,1590
39,390,Van Wert County,161,1610
39,390,Vinton County,163,1630
39,390,Warren County,165,1650
39,390,Washington County,167,1670
39,390,Wayne County,169,1690
39,390,Williams County,171,1710
39,390,Wood County,173,1730
39,390,Wyandot County,175,1750
40,400,Adair County,001,0010
40,400,Alfalfa County,003,0030
40,400,Atoka County,005,0050
40,400,Beaver County,007,0070
40,400,Beckham County,009,0090
40,400,Blaine County,011,0110
40,400,Bryan County,013,0130
40,400,Caddo County,015,0150
40,400,Canadian County,017,0170
40,400,Carter County,019,0190
40,400,Cherokee County,021,0210
40,400,Choctaw County,023,0230
40,400,Cimarron County,025,0250
40,400,Cleveland County,027,0270
40,400,Coal County,029,0290
40,400,Comanche County,031,0310
40,400,Cotton County,033,0330
40,400,Craig County,035,0350
40,400,Creek County,037,0370
40,400,Custer County,039,0390
40,400,Delaware County,041,0410
40,400,Dewey County,043,0430
40,400,Ellis County,045,0450
40,400,Garfield County,047,0470
40,400,Garvin County,049,0490
40,400,Grady County,051,0510
40,400,Grant County,053,0530
40,400,Greer County,055,0550
40,400,Harmon County,057,0570
40,400,Harper County,059,0590
40,400,Haskell County,061,0610
40,400,Hughes County,063,0630
40,400,Jackson County,065,0650
40,400,Jefferson County,067,0670
40,400,Johnston County,069,0690
40,400,Kay County,071,0710
40,400,Kingfisher County,073,0730
40,400,Kiowa County,075,0750
40,400,Latimer County,077,0770
40,400,Le Flore County,079,0790
40,400,Lincoln County,081,0810
40,400,Logan County,083,0830
40,400,Love County,085,0850
40,400,Major County,093,0930
40,400,Marshall County,095,0950
40,400,Mayes County,097,0970
40,400,McClain County,087,0870
40,400,McCurtain County,089,0890
40,400,McIntosh County,091,0910
40,400,Murray County,099,0990
40,400,Muskogee County,101,1010
40,400,Noble County,103,1030
40,400,Nowata County,105,1050
40,400,Okfuskee County,107,1070
40,400,Oklahoma County,109,1090
40,400,Okmulgee County,111,1110
40,400,Osage County,113,1130
40,400,Ottawa County,115,1150
40,400,Pawnee County,117,1170
40,400,Payne County,119,1190
40,400,Pittsburg County,121,1210
40,400,Pontotoc County,123,1230
40,400,Pottawatomie County,125,1250
40,400,Pushmataha County,127,1270
40,400,Roger Mills County,129,1290
40,400,Rogers County,131,1310
40,400,Seminole County,133,1330
40,400,Sequoyah County,135,1350
40,400,Stephens County,137,1370
40,400,Texas County,139,1390
40,400,Tillman County,141,1410
40,400,Tulsa County,143,1430
40,400,Wagoner County,145,1450
40,400,Washington County,147,1470
40,400,Washita County,149,1490
40,400,Woods County,151,1510
40,400,Woodward County,153,1530
41,410,Baker County,001,0010
41,410,Benton County,003,0030
41,410,Clackamas County,005,0050
41,410,Clatsop County,007,0070
41,410,Columbia County,009,0090
41,410,Coos County,011,0110
41,410,Crook County,013,0130
41,410,Curry County,015,0150
41,410,Deschutes County,017,0170
41,410,Douglas County,019,0190
41,410,Gilliam County,021,0210
41,410,Grant County,023,0230
41,410,Harney County,025,0250
41,410,Hood River County,027,0270
41,410,Jackson County,029,0290
41,410,Jefferson County,031,0310
41,410,Josephine County,033,0330
41,410,Klamath County,035,0350
41,410,Lake County,037,0370
41,410,Lane County,039,0390
41,410,Lincoln County,041,0410
41,410,Linn County,043,0430
41,410,Malheur County,045,0450
41,410,Marion County,047,0470
41,410,Morrow County,049,0490
41,410,Multnomah County,051,0510
41,410,Polk County,053,0530
41,410,Sherman County,055,0550
41,410,Tillamook County,057,0570
41,410,Umatilla County,059,0590
41,410,Union County,061,0610
41,410,Wallowa County,063,0630
41,410,Wasco County,065,0650
41,410,Washington County,067,0670
41,410,Wheeler County,069,0690
41,410,Yamhill County,071,0710
42,420,Adams County,001,0010
42,420,Allegheny County,003,0030
42,420,Armstrong County,005,0050
42,420,Beaver County,007,0070
42,420,Bedford County,009,0090
42,420,Berks County,011,0110
42,420,Blair County,013,0130
42,420,Bradford County,015,0150
42,420,Bucks County,017,0170
42,420,Butler County,019,0190
42,420,Cambria County,021,0210
42,420,Cameron County,023,0230
42,420,Carbon County,025,0250
42,420,Centre County,027,0270
42,420,Chester County,029,0290
42,420,Clarion County,031,0310
42,420,Clearfield County,033,0330
42,420,Clinton County,035,0350
42,420,Columbia County,037,0370
42,420,Crawford County,039,0390
42,420,Cumberland County,041,0410
42,420,Dauphin County,043,0430
42,420,Delaware County,045,0450
42,420,Elk County,047,0470
42,420,Erie County,049,0490
42,420,Fayette County,051,0510
42,420,Forest County,053,0530
42,420,Franklin County,055,0550
42,420,Fulton County,057,0570
42,420,Greene County,059,0590
42,420,Huntingdon County,061,0610
42,420,Indiana County,063,0630
42,420,Jefferson County,065,0650
42,420,Juniata County,067,0670
42,420,Lackawanna County,069,0690
42,420,Lancaster County,071,0710
42,420,Lawrence County,073,0730
42,420,Lebanon County,075,0750
42,420,Lehigh County,077,0770
42,420,Luzerne County,079,0790
42,420,Lycoming County,081,0810
42,420,McKean County,083,0830
42,420,Mercer County,085,0850
42,420,Mifflin County,087,0870
42,420,Monroe County,089,0890
42,420,Montgomery County,091,0910
42,420,Montour County,093,0930
42,420,Northampton County,095,0950
42,420,Northumberland County,097,0970
42,420,Perry County,099,0990
42,420,Philadelphia County,101,1010
42,420,Pike County,103,1030
42,420,Potter County,105,1050
42,420,Schuylkill County,107,1070
42,420,Snyder County,109,1090
42,420,Somerset County,111,1110
42,420,Sullivan County,113,1130
42,420,Susquehanna County,115,1150
42,420,Tioga County,117,1170
42,420,Union County,119,1190
42,420,Venango County,121,1210
42,420,Warren County,123,1230
42,420,Washington County,125,1250
42,420,Wayne County,127,1270
42,420,Westmoreland County,129,1290
42,420,Wyoming County,131,1310
42,420,York County,133,1330
44,440,Bristol County,001,0010
44,440,Kent County,003,0030
44,440,Newport County,005,0050
44,440,Providence County,007,0070
44,440,Washington County,009,0090
45,450,Abbeville County,001,0010
45,450,Aiken County,003,0030
45,450,Allendale County,005,0050
45,450,Anderson County,007,0070
45,450,Bamberg County,009,0090
45,450,Barnwell County,011,0110
45,450,Beaufort County,013,0130
45,450,Berkeley County,015,0150
45,450,Calhoun County,017,0170
45,450,Charleston County,019,0190
45,450,Cherokee County,021,0210
45,450,Chester County,023,0230
45,450,Chesterfield County,025,0250
45,450,Clarendon County,027,0270
45,450,Colleton County,029,0290
45,450,Darlington County,031,0310
45,450,Dillon County,033,0330
45,450,Dorchester County,035,0350
45,450,Edgefield County,037,0370
45,450,Fairfield County,039,0390
45,450,Florence County,041,0410
45,450,Georgetown County,043,0430
45,450,Greenville County,045,0450
45,450,Greenwood County,047,0470
45,450,Hampton County,049,0490
45,450,Horry County,051,0510
45,450,Jasper County,053,0530
45,450,Kershaw County,055,0550
45,450,Lancaster County,057,0570
45,450,Laurens County,059,0590
45,450,Lee County,061,0610
45,450,Lexington County,063,0630
45,450,Marion County,067,0670
45,450,Marlboro County,069,0690
45,450,McCormick County,065,0650
45,450,Newberry County,071,0710
45,450,Oconee County,073,0730
45,450,Orangeburg County,075,0750
45,450,Pickens County,077,0770
45,450,Richland County,079,0790
45,450,Saluda County,081,0810
45,450,Spartanburg County,083,0830
45,450,Sumter County,085,0850
45,450,Union County,087,0870
45,450,Williamsburg County,089,0890
45,450,York County,091,0910
46,460,Aurora County,003,0030
46,460,Beadle County,005,0050
46,460,Bennett County,007,0070
46,460,Bon Homme County,009,0090
46,460,Brookings County,011,0110
46,460,Brown County,013,0130
46,460,Brule County,015,0150
46,460,Buffalo County,017,0170
46,460,Butte County,019,0190
46,460,Campbell County,021,0210
46,460,Charles Mix County,023,0230
46,460,Clark County,025,0250
46,460,Clay County,027,0270
46,460,Codington County,029,0290
46,460,Corson County,031,0310
46,460,Custer County,033,0330
46,460,Davison County,035,0350
46,460,Day County,037,0370
46,460,Deuel County,039,0390
46,460,Dewey County,041,0410
46,460,Douglas County,043,0430
46,460,Edmunds County,045,0450
46,460,Fall River County,047,0470
46,460,Faulk County,049,0490
46,460,Grant County,051,0510
46,460,Gregory County,053,0530
46,460,Haakon County,055,0550
46,460,Hamlin County,057,0570
46,460,Hand County,059,0590
46,460,Hanson County,061,0610
46,460,Harding County,063,0630
46,460,Hughes County,065,0650
46,460,Hutchinson County,067,0670
46,460,Hyde County,069,0690
46,460,Jackson County,071,0710
46,460,Jerauld County,073,0730
46,460,Jones County,075,0750
46,460,Kingsbury County,077,0770
46,460,Lake County,079,0790
46,460,Lawrence County,081,0810
46,460,Lincoln County,083,0830
46,460,Lyman County,085,0850
46,460,Marshall County,091,0910
46,460,McCook County,087,0870
46,460,McPherson County,089,0890
46,460,Meade County,093,0930
46,460,Mellette County,095,0950
46,460,Miner County,097,0970
46,460,Minnehaha County,099,0990
46,460,Moody County,101,1010
46,460,Pennington County,103,1030
46,460,Perkins County,105,1050
46,460,Potter County,107,1070
46,460,Roberts County,109,1090
46,460,Sanborn County,111,1110
46,460,Shannon County,113,1130
46,460,Spink County,115,1150
46,460,Stanley County,117,1170
46,460,Sully County,119,1190
46,460,Todd County,121,1210
46,460,Tripp County,123,1230
46,460,Turner County,125,1250
46,460,Union County,127,1270
46,460,Walworth County,129,1290
46,460,Washabaugh County,131,1310
46,460,Yankton County,135,1350
46,460,Ziebach County,137,1370
47,470,Anderson County,001,0010
47,470,Bedford County,003,0030
47,470,Benton County,005,0050
47,470,Bledsoe County,007,0070
47,470,Blount County,009,0090
47,470,Bradley County,011,0110
47,470,Campbell County,013,0130
47,470,Cannon County,015,0150
47,470,Carroll County,017,0170
47,470,Carter County,019,0190
47,470,Cheatham County,021,0210
47,470,Chester County,023,0230
47,470,Claiborne County,025,0250
47,470,Clay County,027,0270
47,470,Cocke County,029,0290
47,470,Coffee County,031,0310
47,470,Crockett County,033,0330
47,470,Cumberland County,035,0350
47,470,Davidson County,037,0370
47,470,DeKalb County,041,0410
47,470,Decatur County,039,0390
47,470,Dickson County,043,0430
47,470,Dyer County,045,0450
47,470,Fayette County,047,0470
47,470,Fentress County,049,0490
47,470,Franklin County,051,0510
47,470,Gibson County,053,0530
47,470,Giles County,055,0550
47,470,Grainger County,057,0570
47,470,Greene County,059,0590
47,470,Grundy County,061,0610
47,470,Hamblen County,063,0630
47,470,Hamilton County,065,0650
47,470,Hancock County,067,0670
47,470,Hardeman County,069,0690
47,470,Hardin County,071,0710
47,470,Hawkins County,073,0730
47,470,Haywood County,075,0750
47,470,Henderson County,077,0770
47,470,Henry County,079,0790
47,470,Hickman County,081,0810
47,470,Houston County,083,0830
